Name	Length	Accession	GI
Uncultured Mycobacterium sp. clone GW1D1S_OTU120	441	KC832035.1	523509602
Uncultured Mycobacterium sp. clone GW1D1S_OTU52	441	KC832034.1	523509600
Mycobacterium marinum hsp65 gene for	401	AB738860.1	520189100
Mycobacterium sp. NJB 0420 hsp65	421	AB738015.1	397738999
Mycobacterium sp. NJB 0419 hsp65	421	AB738014.1	397738997
Mycobacterium sp. SMY-0107197 hsp65 gene	421	AB738013.1	397738995
Mycobacterium sp. M-27 hsp65 gene	421	AB738012.1	397738993
Mycobacterium sp. M-14 hsp65 gene	421	AB738011.1	397738991
Mycobacterium sp. YM-3 hsp65 gene	421	AB738010.1	397738989
Mycobacterium sp. YM-2 hsp65 gene	421	AB738009.1	397738987
Mycobacterium sp. YM-1 hsp65 gene	421	AB738008.1	397738985
Mycobacterium avium strain D_MCA1 hsp65	409	KC669493.1	459376629
Mycobacterium sp. 012931 hsp65 gene	441	AB716953.1	410812176
Mycobacterium marinum hsp65 gene for	441	AB716947.1	410812165
Mycobacterium sp. AFP-0003 partial hsp65	587	FR682913.1	401709555
Mycobacterium europaeum partial hsp65 gene	597	FR682915.1	393990208
Mycobacterium europaeum partial hsp65 gene	615	FR682914.1	393186801
Mycobacterium kyorinense strain HF1629 65	401	JN974461.1	362074968
Mycobacterium immunogenum strain F1112 65	441	DQ288262.1	82795295
Mycobacterium neworleansense ATCC 49404 65	441	AY496143.1	41351830
Mycobacterium porcinum MF-205 65 kDa	441	AY496141.1	41351826
Mycobacterium porcinum ATCC 49939 65	441	AY496140.1	41351824
Mycobacterium porcinum MF-114 65 kDa	441	AY496139.1	41351822
Mycobacterium porcinum ATCC BAA-328 65	441	AY496138.1	41351820
Mycobacterium porcinum ATCC 33776 65	441	AY496137.1	41351818
Mycobacterium chelonae strain PCH-049 65	421	JN400397.1	363990293
Mycobacterium abscessus strain PCH-050 65	432	JN400394.1	363990288
Mycobacterium abscessus strain PCH-047 65	420	JN400391.1	363990283
Mycobacterium conceptionense strain PCH-048 65	432	JN400400.1	363990278
Mycobacterium pseudoshottsii hsp65 gene for	401	AB642165.1	365733120
Mycobacterium pseudoshottsii hsp65 gene for	401	AB642161.1	365733112
Mycobacterium porcinum strain MF-2612 65	401	JN682051.1	350528733
Mycobacterium porcinum strain MF-3260 65	401	JN682050.1	350528731
Mycobacterium marinum strain PW2064 GroEL	401	JF775378.1	332656167
Mycobacterium haemophilum strain PW2063 GroEL	401	JF775377.1	332656165
Mycobacterium marinum hsp65 gene for	401	AB548719.1	306407953
Mycobacterium pseudoshottsii hsp65 gene for	401	AB548704.1	306407933
Mycobacterium avium subsp. hominissuis hsp65	955	AB478692.1	254675074
Mycobacterium brisbanense hsp65 gene for	419	AB456564.1	226088535
Mycobacterium stomatepiae partial hsp65 gene	401	AM902968.1	159147546
Mycobacterium stomatepiae partial hsp65 gene	401	AM902967.1	159147544
Mycobacterium stomatepiae partial hsp65 gene	401	AM902966.1	159147542
Mycobacterium llatzerense partial hsp65 gene	429	AM421345.1	148878962
Mycobacterium llatzerense partial hsp65 gene	432	AM421344.1	148878960
Mycobacterium llatzerense partial hsp65 gene	430	AM421342.1	148878956
Mycobacterium llatzerense partial hsp65 gene	430	AM421340.1	148878952
Mycobacterium lentiflavum hsp65 gene for	401	AB362385.1	157734591
Mycobacterium lentiflavum hsp65 gene for	401	AB362384.1	157734589
Mycobacterium sp. MG8 partial hsp65	439	AM421338.1	148878948
Mycobacterium sp. MG7 partial hsp65	444	AM421337.1	148878946
Mycobacterium sp. MG5 partial hsp65	431	AM421336.1	148878944
Mycobacterium kansasii hsp65 gene for	440	AB232365.1	73589599
Mycobacterium kansasii hsp65 gene for	440	AB232364.1	73589597
Mycobacterium kansasii hsp65 gene for	440	AB232363.1	73589595
Mycobacterium holsaticum partial hsp65 gene	439	AJ310469.1	12750962
Mycobacterium parascrofulaceum strain IZSSA 2715	441	MG934214.1	1379039297
Mycobacterium avium strain 3232/14 HGM	401	KX824058.1	1238798606
Mycobacterium avium strain 3160/14 HGM	401	KX824057.1	1238798604
Mycobacterium avium strain 3135/14 HGM	401	KX824056.1	1238798602
Mycobacterium gordonae strain 2353/14 HGM	401	KX824055.1	1238798600
Mycobacterium sherrisii strain 2191/14 HGM	401	KX824054.1	1238798598
Mycobacterium avium strain 1707/14 HGM	401	KX824053.1	1238798596
Mycobacterium avium strain 828/14 HGM	401	KX824052.1	1238798594
Mycobacterium avium strain 102/14 HGM	401	KX824051.1	1238798592
Mycobacterium intracellulare strain 3276/13 HGM	401	KX824050.1	1238798590
Mycobacterium avium strain 2942/13 HGM	401	KX824049.1	1238798588
Mycobacterium intracellulare strain 2905/13 HGM	401	KX824048.1	1238798586
Mycobacterium algericum strain 2895/13 HGM	401	KX824047.1	1238798584
Mycobacterium fortuitum strain 2749/13 HGM	401	KX824046.1	1238798582
Mycobacterium avium strain 2710/13 HGM	401	KX824045.1	1238798580
Mycobacterium intracellulare strain 2651/13 HGM	401	KX824044.1	1238798578
Mycobacterium intracellulare strain 2648/13 HGM	401	KX824043.1	1238798576
Mycobacterium senuense strain 2614/13 HGM	401	KX824042.1	1238798574
Mycobacterium avium strain 2588/13 HGM	401	KX824041.1	1238798572
Mycobacterium avium strain 2557/13 HGM	401	KX824040.1	1238798570
Mycobacterium avium strain 2464/13 HGM	401	KX824039.1	1238798568
Mycobacterium avium strain 2424/13 HGM	401	KX824038.1	1238798566
Mycobacterium avium strain 2404/13 HGM	401	KX824037.1	1238798564
Mycobacterium avium strain 1486/13 HGM	401	KX824036.1	1238798562
Mycobacterium intracellulare strain 2319/13 HGM	401	KX824035.1	1238798560
Mycobacterium avium strain 2057/13 HGM	401	KX824034.1	1238798558
Mycobacterium intracellulare strain 1921/13 HGM	401	KX824033.1	1238798556
Mycobacterium simiae strain 1849/13 HGM	401	KX824032.1	1238798554
Mycobacterium avium strain 1815/13 HGM	401	KX824031.1	1238798552
Mycobacterium avium strain 1796/13 HGM	401	KX824030.1	1238798550
Mycobacterium triplex strain 1730/13 HGM	401	KX824029.1	1238798548
Mycobacterium avium strain 1533/13 HGM	401	KX824028.1	1238798546
Mycobacterium intracellulare strain 522/13 HGM	401	KX824027.1	1238798544
Mycobacterium parascrofulaceum strain 506/13 HGM	401	KX824026.1	1238798542
Mycobacterium kubicae strain 420/13 HGM	401	KX824025.1	1238798540
Mycobacterium xenopi strain 411/13 HGM	401	KX824024.1	1238798538
Mycobacterium avium strain 400/13 HGM	401	KX824023.1	1238798536
Mycobacterium avium strain 139/13 HGM	401	KX824022.1	1238798534
Mycobacterium sp. strain LTG 2003	445	KY828477.1	1210332742
Mycobacterium sp. strain LTL 951	400	KY828476.1	1210332740
Mycobacterium sp. strain DSM 44358	597	KY630441.1	1162227691
Mycobacterium sp. strain RW6 65	401	KY392538.1	1150392975
Mycobacterium sp. strain Ngld 2837	441	KX815345.1	1150318904
Mycobacterium szulgai strain JCM 18264	441	KC481265.1	485085068
Mycobacterium sp. strain H12O 99072	435	KX779275.1	1123462687
Mycobacterium sp. strain H12O 49738	436	KX779273.1	1123462683
Mycobacterium sp. FI-06114 heat shock	413	FJ418051.1	213876724
Mycobacterium sp. FI-03099 heat shock	416	FJ418049.1	213876722
Mycobacterium sp. FL02-74-101 65 kDa	840	EU619918.1	210148263
Mycobacterium sp. 05FL-43-178KC 65 kDa	840	EU619917.1	210148261
Mycobacterium sp. FL04-60-11A 65 kDa	840	EU619916.1	210148259
Mycobacterium sp. 05FL-49-265KA 65 kDa	840	EU619915.1	210148257
Mycobacterium sp. 05FL-49-265B 65 kDa	840	EU619914.1	210148255
Mycobacterium sp. FL04-42-158A 65 kDa	840	EU619913.1	210148253
Mycobacterium sp. 05FL-49-186A 65 kDa	840	EU619912.1	210148251
Mycobacterium sp. 05FL-43-5KA 65 kDa	840	EU619910.1	210148249
Mycobacterium sp. 05FL-49-258B 65 kDa	840	EU619909.1	210148247
Mycobacterium sp. FL04-60-4B 65 kDa	840	EU619908.1	210148245
Mycobacterium sp. 06FL-12-7 65 kDa	840	EU619907.1	210148244
Mycobacterium sp. FL04-60-260B 65 kDa	840	EU619905.1	210148242
Mycobacterium sp. 05FL-49-189A 65 kDa	840	EU619904.1	210148240
Mycobacterium sp. 05FL-43-86A 65 kDa	840	EU619903.1	210148238
Mycobacterium sp. FL04-60-264A 65 kDa	840	EU619902.1	210148236
Mycobacterium sp. FL04-42-15B 65 kDa	840	EU619901.1	210148235
Mycobacterium sp. 05FL-49-237A 65 kDa	840	EU619900.1	210148234
Mycobacterium sp. 05FL-30-1K 65 kDa	840	EU619899.1	210148232
Mycobacterium sp. 05FL-43-159LA 65 kDa	840	EU619898.1	210148231
Mycobacterium sp. 05FL-43-212A 65 kDa	840	EU619897.1	210148229
Mycobacterium sp. 05FL-2-54A 65 kDa	840	EU619896.1	210148228
Mycobacterium shottsii 65 kDa heat	840	EU619895.1	210148227
Mycobacterium sp. 06FL-1-2A 65 kDa	840	EU619893.1	210148226
Mycobacterium sp. FL04-58-70A 65 kDa	840	EU619892.1	210148224
Mycobacterium sp. FL04-60-84LA 65 kDa	840	EU619891.1	210148223
Mycobacterium sp. FL03-60-326A 65 kDa	840	EU619890.1	210148221
Mycobacterium sp. FL03-89-6B 65 kDa	840	EU619889.1	210148220
Mycobacterium sp. FL03-22-3y 65 kDa	840	EU619888.1	210148219
Mycobacterium sp. FL04-60-7A 65 kDa	840	EU619887.1	210148217
Mycobacterium sp. FL04-42-151SpA 65 kDa	840	EU619886.1	210148215
Mycobacterium sp. FL04-58-32A 65 kDa	840	EU619885.1	210148213
Mycobacterium sp. FL04-5-253F 65 kDa	840	EU619883.1	210148211
Mycobacterium sp. FL04-60-213LA 65 kDa	840	EU619882.1	210148210
Mycobacterium sp. FL04-23-N47C 65 kDa	840	EU619880.1	210148208
Mycobacterium sp. FL03-71-205:207C 65 kDa	840	EU619879.1	210148206
Mycobacterium sp. 06FL-1-5B-1 65 kDa	840	EU619878.1	210148204
Mycobacterium avium complex strain NLA000800397	427	EU935586.1	197295664
Mycobacterium sp. XN10-17 Hsp65 (hsp65)	478	EU704110.1	189016366
Mycobacterium sp. ASCw-1.3 heat shock	603	JF813798.1	342152623
Mycobacterium sp. HA-1 heat shock	603	JF813797.1	342152621
Mycobacterium sp. ASCr-1.1 heat shock	603	JF813796.1	342152619
Mycobacterium sp. ASCy-1.0 heat shock	603	JF813795.1	342152617
Mycobacterium sp. CST-9.1 heat shock	603	JF813794.1	342152615
Mycobacterium sp. CST-7.10 heat shock	603	JF813793.1	342152613
Mycobacterium kansasii strain FHMk-3 HSP65	422	JF836805.1	335345668
Uncultured Mycobacterium sp. clone 2010JC34	426	HQ840695.1	329740473
Uncultured Mycobacterium sp. clone 2010LQS20	418	HQ840694.1	329740471
Mycobacterium sp. WT50 65 kDa	407	EF591278.1	157502786
Mycobacterium sp. WT23 65 kDa	413	EF591273.1	157502776
Mycobacterium sp. WT24 65 kDa	401	EF591240.1	157502710
Mycobacterium sp. WT22 65 kDa	402	EF591239.1	157502708
Mycobacterium sp. WT21 65 kDa	412	EF591238.1	157502706
Mycobacterium sp. WT20 65 kDa	409	EF591237.1	157502704
Mycobacterium sp. WT18 65 kDa	418	EF591235.1	157502700
Mycobacterium sp. WT01 65 kDa	410	EF591225.1	157502680
Mycobacterium sp. WR88 65 kDa	409	EF591216.1	157502662
Mycobacterium sp. WR47 65 kDa	416	EF591208.1	157502646
Mycobacterium sp. WR46 65 kDa	408	EF591207.1	157502644
Mycobacterium sp. WR95 65 kDa	401	EF591206.1	157502642
Mycobacterium sp. WR41 65 kDa	401	EF591175.1	157502580
Mycobacterium sp. WR40 65 kDa	411	EF591174.1	157502578
Mycobacterium sp. WR43 65 kDa	410	EF591173.1	157502576
Mycobacterium sp. WR37 65 kDa	417	EF591171.1	157502572
Mycobacterium sp. WR27 65 kDa	417	EF591157.1	157502544
Mycobacterium sp. WR22 65 kDa	404	EF591154.1	157502538
Mycobacterium sp. WR13 65 kDa	402	EF591151.1	157502532
Mycobacterium sp. WR08 65 kDa	407	EF591147.1	157502524
Mycobacterium sp. WR10 65 kDa	400	EF591146.1	157502522
Mycobacterium sp. WR01 65 kDa	415	EF591144.1	157502518
Mycobacterium sp. Inje LM NTM05-68	441	DQ369729.1	86753705
Mycobacterium sp. Inje LM NTM05-67	441	DQ369728.1	86753703
Mycobacterium sp. Inje LM NTM05-66	441	DQ369727.1	86753701
Mycobacterium mucogenicum strain Inje LM	441	DQ369726.1	86753699
Mycobacterium sp. O228Y 65 kDa	401	DQ184965.1	75709327
Mycobacterium sp. K337Y1 65 kDa	401	DQ184964.1	75709325
Mycobacterium frederiksbergense strain OA128Y 65	401	DQ184963.1	75709323
Mycobacterium sp. K337W 65 kDa	401	DQ184962.1	75709321
Mycobacterium sp. K228Y 65 kDa	401	DQ184961.1	75709319
Mycobacterium sp. K128Y 65 kDa	401	DQ184960.1	75709317
Mycobacterium sp. O228YA 65 kDa	401	DQ184959.1	75709315
Mycobacterium mageritense strain O237W 65	401	DQ184958.1	75709313
Mycobacterium chubuense strain K237Y 65	401	DQ184957.1	75709311
Mycobacterium sp. K328W 65 kDa	401	DQ184956.1	75709309
Mycobacterium sp. K137W 65 kDa	401	DQ184955.1	75709307
Mycobacterium sp. K128W 65 kDa	401	DQ184954.1	75709305
Mycobacterium marinum strain AR-98-010 heat	401	DQ066751.1	67483288
Mycobacterium marinum strain AR-98-005 heat	401	DQ066750.1	67483271
Mycobacterium marinum strain AR-04-151 heat	401	DQ066749.1	67483247
Mycobacterium marinum strain AR-04-112 heat	401	DQ066748.1	67483225
Mycobacterium marinum strain AR-04-027 heat	401	DQ066747.1	67483213
Mycobacterium marinum strain AR-04-220 heat	401	DQ066746.1	67483191
Mycobacterium marinum strain AR-04-078 heat	401	DQ066745.1	67483181
Mycobacterium marinum strain AR-04-020 heat	401	DQ066743.1	67483167
Mycobacterium marinum strain AR-04-004 heat	401	DQ066742.1	67483127
Mycobacterium marinum strain AR-02-078 heat	401	DQ066741.1	67483117
Mycobacterium montefiorense strain DSM 44602	408	AY943204.1	61200488
Mycobacterium palustre strain DSM 44572	426	AY943200.1	61200480
Mycobacterium avium strain MAIS-25 heat	417	AY859013.1	58004883
Mycobacterium avium strain KKA 297Seq	443	AY738212.1	53851272
Mycobacterium intracellulare strain KKA 294Seq	401	AY738211.1	53851270
Mycobacterium interjectum strain KKA 176Seq	427	AY738210.1	53851268
Mycobacterium celatum strain KKA 126/127Seq	405	AY738209.1	53851266
Mycobacterium sp. G1368 65 kDa	441	AY553874.1	45477348
Mycobacterium intracellulare isolate F1290 65	441	AY536637.1	42768815
Mycobacterium kansasii 65 kDa heat	424	AY438089.1	38324668
Mycobacterium kansasii 65 kDa heat	424	AY438088.1	38324666
Mycobacterium kansasii 65 kDa heat	424	AY438087.1	38324664
Mycobacterium kansasii 65 kDa heat	424	AY438086.1	38324662
Mycobacterium kansasii 65 kDa heat	424	AY438085.1	38324660
Mycobacterium bovis 65 kDa heat	424	AY438082.1	38324654
Mycobacterium sp. E1455 heat shock	441	AY379077.1	36365659
Mycobacterium sp. E569 heat shock	441	AY379075.1	36365655
Mycobacterium abscessus isolate E418 heat	441	AY379073.1	36365651
Mycobacterium xenopi strain ATCC 19250	401	AF434738.1	16904117
Mycobacterium triviale strain ATCC 23292	401	AF434737.1	16904115
Mycobacterium terrae strain ATCC 15755	401	AF434736.1	16904113
Mycobacterium gordonae strain SN 601	401	AF434735.1	16904111
Mycobacterium gordonae strain ATCC 14470	401	AF434734.1	16904109
Mycobacterium scrofulaceum strain ATCC 19981	401	AF434733.1	16904107
Mycobacterium nonchromogenicum strain ATCC 19530	401	AF434732.1	16904105
Mycobacterium szulgai strain ATCC 35799	401	AF434731.1	16904103
Mycobacterium simiae strain ATCC 25275	401	AF434730.1	16904101
Mycobacterium sp. ATCC BAA-2131 65	443	HM755949.1	317120039
Mycobacterium sp. ATCC BAA-2132 65	440	HM755950.1	315633182
Mycobacterium salmoniphilum strain NVI_6609 heat	422	HM638438.1	312451953
Mycobacterium salmoniphilum strain NVI_6608 heat	422	HM638437.1	312451951
Mycobacterium salmoniphilum strain NVI_6594 heat	422	HM638436.1	312451949
Mycobacterium salmoniphilum strain NVI_6593 heat	422	HM638435.1	312451947
Mycobacterium salmoniphilum strain NVI_6592 heat	422	HM638434.1	312451945
Mycobacterium salmoniphilum strain NVI_6591 heat	422	HM638433.1	312451943
Mycobacterium salmoniphilum strain NVI_6590 heat	422	HM638432.1	312451941
Mycobacterium arupense strain MC13 heat	601	FJ770999.1	225729251
Mycobacterium austroafricanum strain MC11 heat	602	FJ770997.1	225729247
Mycobacterium llatzerense strain MC10 heat	603	FJ770996.1	225729245
Mycobacterium porcinum strain MC9 heat	601	FJ770995.1	225729243
Mycobacterium insubricum strain MC8 heat	550	FJ770994.1	225729241
Mycobacterium setense strain MC7 heat	601	FJ770993.1	225729239
Mycobacterium psychrotolerans strain MC6 heat	602	FJ770992.1	225729237
Mycobacterium chelonae strain MC4 heat	604	FJ770990.1	225729233
Mycobacterium chelonae strain MC3 heat	602	FJ770989.1	225729231
Mycobacterium chelonae strain MC2 heat	604	FJ770988.1	225729229
Mycobacterium chelonae strain MC1 heat	602	FJ770987.1	225729227
Mycobacterium neoaurum isolate F1694-RJ 65	441	FJ515916.1	219809259
Mycobacterium neoaurum isolate F1672-RJ 65	441	FJ515915.1	219809257
Mycobacterium sp. JC290 hsp65 gene	436	LN886510.1	1036292031
Mycobacterium paragordonae strain 35AIII 65	429	KT992224.1	1027252678
Mycobacterium paragordonae strain 29AIII 65	438	KT992223.1	1027252676
Mycobacterium obuense strain 22DIII 65	441	KT992221.1	1027252672
Mycobacterium paragordonae strain 10AIII 65	441	KT992220.1	1027252670
Mycobacterium sp. JCM 19266 65	401	KT168294.1	927278153
Mycobacterium chelonae strain QIA-56 heat	603	KF910192.1	576647313
Mycobacterium chelonae strain QIA-55 heat	603	KF910191.1	576647311
Mycobacterium intermedium strain QIA-54 heat	603	KF910190.1	576647309
Mycobacterium gordonae strain QIA-53 heat	603	KF910189.1	576647307
Mycobacterium chelonae strain QIA-52 heat	603	KF910188.1	576647305
Mycobacterium sp. QIA-51 heat shock	603	KF910187.1	576647303
Mycobacterium intermedium strain QIA-43 heat	603	KF910186.1	576647301
Mycobacterium chelonae strain QIA-42 heat	603	KF910185.1	576647299
Mycobacterium chelonae strain QIA-41 heat	603	KF910184.1	576647297
Mycobacterium chelonae strain QIA-40 heat	603	KF910183.1	576647295
Mycobacterium chelonae strain QIA-37 heat	603	KF910181.1	576647291
Mycobacterium sp. QIA-36 heat shock	603	KF910180.1	576647289
Mycobacterium nonchromogenicum strain QIA-35 heat	603	KF910179.1	576647287
Mycobacterium xenopi strain QIA-34 heat	603	KF910178.1	576647285
Mycobacterium parascrofulaceum strain QIA-32 heat	603	KF910177.1	576647283
Mycobacterium parascrofulaceum strain QIA-31 heat	603	KF910176.1	576647281
Mycobacterium parascrofulaceum strain QIA-30 heat	603	KF910175.1	576647279
Mycobacterium chelonae strain F185 65	401	KT695878.1	995970847
Mycobacterium chelonae strain F184 65	401	KT695877.1	995970845
Mycobacterium murale strain F21 65	401	KT695876.1	995970843
Mycobacterium sp. FI-06294 65 kDa	420	EU022518.1	154184294
Mycobacterium sp. MYC78 Hsp65 gene,	401	KR779818.1	939608885
Mycobacterium yongonense strain 34-126047 heat	410	KP401760.1	827048822
Mycobacterium yongonense strain 34-125920 heat	411	KP401759.1	827048820
Mycobacterium brisbanense strain MYC106 65	401	KP768387.1	821316233
Mycobacterium brisbanense strain MYC100 65	401	KP768386.1	821316231
Mycobacterium angelicum partial hsp65 gene	401	AM902962.2	803378141
Mycobacterium sp. FI-07153 hsp65 gene,	409	EU370530.1	169264468
Mycobacterium szulgai strain IEC36 65	644	HM056147.1	296936600
Mycobacterium sp. IEC35 65 kDa	644	HM056146.1	296936598
Mycobacterium sp. IEC12 65 kDa	644	HM056134.1	296936574
Mycobacterium avium complex strain IEC20	644	HM056133.1	296936572
Mycobacterium avium complex strain IEC19	644	HM056132.1	296936570
Mycobacterium avium complex strain IEC17	644	HM056131.1	296936568
Mycobacterium avium complex strain IEC38	644	HM056130.1	296936566
Mycobacterium avium complex strain IEC18	644	HM056129.1	296936564
Mycobacterium avium complex strain IEC15	644	HM056128.1	296936562
Mycobacterium avium complex strain IEC16	644	HM056127.1	296936560
Mycobacterium avium complex strain IEC14	644	HM056126.1	296936558
Mycobacterium avium complex strain IEC13	644	HM056125.1	296936556
Mycobacterium intracellulare strain IEC37 65	644	HM056124.1	296936554
Mycobacterium intracellulare strain IEC11 65	644	HM056123.1	296936552
Mycobacterium intracellulare strain IEC10 65	644	HM056122.1	296936550
Mycobacterium intracellulare strain IEC9 65	644	HM056121.1	296936548
Mycobacterium intracellulare strain IEC8 65	644	HM056120.1	296936546
Mycobacterium intracellulare strain IEC7 65	644	HM056119.1	296936544
Mycobacterium intracellulare strain IEC6 65	644	HM056118.1	296936542
Mycobacterium scrofulaceum strain IEC5 65	644	HM056117.1	296936540
Mycobacterium simiae strain IEC4 65	644	HM056116.1	296936538
Mycobacterium kansasii strain IEC2 65	644	HM056115.1	296936536
Mycobacterium kansasii strain IEC1 65	644	HM056114.1	296936534
Mycobacterium sp. AFPC00098 65kD heath	401	KJ586612.1	612176465
Mycobacterium sp. AFPC-000208 65kD heath	401	KJ586611.1	612176463
Mycobacterium sp. AFP-00017 65kD heath	401	KJ586610.1	612176461
Mycobacterium setense strain FI-09227 heat	401	HM775983.1	314991148
Mycobacterium avium strain QIA-29 heat	603	KF910313.1	576647510
Mycobacterium avium strain QIA-28 heat	603	KF910312.1	576647508
Mycobacterium avium strain QIA-27 heat	603	KF910311.1	576647506
Mycobacterium avium strain QIA-26 heat	603	KF910310.1	576647504
Mycobacterium avium strain QIA-25 heat	603	KF910309.1	576647502
Mycobacterium avium strain QIA-24 heat	603	KF910308.1	576647500
Mycobacterium avium strain QIA-23 heat	603	KF910307.1	576647498
Mycobacterium avium strain QIA-22 heat	603	KF910306.1	576647496
Mycobacterium intracellulare strain QIA-49 heat	603	KF910268.1	576647448
Mycobacterium intracellulare strain QIA-48 heat	603	KF910267.1	576647446
Mycobacterium intracellulare strain QIA-47 heat	603	KF910266.1	576647444
Mycobacterium intracellulare strain QIA-46 heat	603	KF910265.1	576647442
Mycobacterium intracellulare strain QIA-45 heat	603	KF910264.1	576647440
Mycobacterium intracellulare strain QIA-44 heat	603	KF910263.1	576647438
Mycobacterium intracellulare strain QIA-39 heat	603	KF910262.1	576647436
Mycobacterium intracellulare strain QIA-33 heat	603	KF910261.1	576647434
Mycobacterium intracellulare strain QIA-21 heat	603	KF910260.1	576647432
Mycobacterium intracellulare strain QIA-20 heat	603	KF910259.1	576647430
Mycobacterium intracellulare strain QIA-19 heat	603	KF910258.1	576647428
Mycobacterium intracellulare strain QIA-18 heat	603	KF910257.1	576647426
Mycobacterium intracellulare strain QIA-17 heat	603	KF910256.1	576647424
Mycobacterium intracellulare strain QIA-16 heat	603	KF910255.1	576647422
Mycobacterium intracellulare strain QIA-15 heat	603	KF910254.1	576647420
Mycobacterium intracellulare strain QIA-14 heat	603	KF910253.1	576647418
Mycobacterium intracellulare strain QIA-13 heat	603	KF910252.1	576647416
Mycobacterium intracellulare strain QIA-12 heat	603	KF910251.1	576647414
Mycobacterium intracellulare strain QIA-11 heat	603	KF910250.1	576647412
Mycobacterium intracellulare strain QIA-10 heat	603	KF910249.1	576647410
Mycobacterium intracellulare strain QIA-9 heat	603	KF910248.1	576647408
Mycobacterium intracellulare strain QIA-8 heat	603	KF910247.1	576647406
Mycobacterium intracellulare strain QIA-7 heat	603	KF910246.1	576647404
Mycobacterium intracellulare strain QIA-6 heat	603	KF910245.1	576647402
Mycobacterium intracellulare strain QIA-5 heat	603	KF910244.1	576647400
Mycobacterium intracellulare strain QIA-4 heat	603	KF910243.1	576647398
Mycobacterium intracellulare strain QIA-3 heat	603	KF910242.1	576647396
Mycobacterium intracellulare strain QIA-2 heat	603	KF910241.1	576647394
Mycobacterium intracellulare strain QIA-1 heat	603	KF910240.1	576647392
Mycobacterium sp. AFP-000227 heat shock	413	JX294394.1	404551264
Mycobacterium kansasii strain AFP-000220 heat	413	JX294393.1	404551262
Mycobacterium intracellulare strain AFP-000224 heat	413	JX294392.1	404551260
Mycobacterium lentiflavum strain AFP-000218 heat	413	JX294391.1	404551258
Mycobacterium avium strain AFP-000215 heat	413	JX294390.1	404551256
Mycobacterium phlei strain AFP-000207 heat	413	JX294389.1	404551254
Mycobacterium thermoresistibile strain AFP-000201 heat	413	JX294388.1	404551252
Mycobacterium peregrinum strain AFP-000191 heat	413	JX294387.1	404551250
Mycobacterium simiae strain AFP-000175 heat	413	JX294386.1	404551248
Mycobacterium conceptionense strain AFP-000137 heat	413	JX294385.1	404551246
Mycobacterium abscessus strain AFP-000104 heat	413	JX294383.1	404551242
Mycobacterium nonchromogenicum strain AFP-00074 heat	413	JX294382.1	404551240
Mycobacterium tuberculosis strain AFP-00072 heat	413	JX294381.1	404551238
Mycobacterium fortuitum strain AFP-000SM8 heat	413	JX294380.1	404551236
Mycobacterium branderi strain AFP-000NM48 heat	413	JX294379.1	404551234
Mycobacterium triplex strain AFP-000NM44 heat	413	JX294378.1	404551232
Mycobacterium chelonae strain AFP-000NM7 heat	413	JX294377.1	404551230
Mycobacterium avium strain Ss9 65kDa	403	KJ534372.1	631799096
Mycobacterium avium strain Ss8 65kDa	403	KJ534371.1	631799094
Mycobacterium avium strain Ss7 65kDa	403	KJ534370.1	631799092
Mycobacterium saskatchewanense strain Ss6 65kDa	403	KJ534369.1	631799090
Mycobacterium saskatchewanense strain Ss5 65kDa	403	KJ534368.1	631799088
Mycobacterium nonchromogenicum strain Ss4 65kDa	403	KJ534367.1	631799086
Mycobacterium avium strain Ss3 65kDa	403	KJ534366.1	631799084
Mycobacterium paraffinicum strain Ss2 65kDa	403	KJ534365.1	631799082
Mycobacterium avium strain Ss1 65kDa	403	KJ534364.1	631799080
Mycobacterium parascrofulaceum strain Ob4 65kDa	403	KJ534363.1	631799078
Mycobacterium avium strain Ob3 65kDa	403	KJ534362.1	631799076
Mycobacterium bovis strain Ob2 65kDa	403	KJ534361.1	631799074
Mycobacterium asiaticum strain Ob1 65kDa	403	KJ534360.1	631799072
Mycobacterium sp. MZ-11483 65 kDa	401	KJ586637.1	627792445
Mycobacterium sp. MZ-10699 65 kDa	401	KJ586636.1	627792443
Mycobacterium sp. FI-13364 65 kD	1510	KJ586581.1	612176416
Mycobacterium alvei strain InDRE 1605	441	JX154127.1	394987478
Mycobacterium senuense strain InDRE Chihuahua328	441	JX154125.1	394987474
Mycobacterium gordonae strain InDRE 527DT	441	JX154124.1	394987472
Mycobacterium novocastrense strain InDRE Sonora705	441	JX154123.1	394987470
Mycobacterium abscessus strain InDRE 872DT	441	JX154122.1	394987468
Mycobacterium abscessus strain InDRE 671DT	441	JX154121.1	394987466
Mycobacterium abscessus strain InDRE 669DT	441	JX154120.1	394987464
Mycobacterium abscessus strain InDRE 772DT	441	JX154119.1	394987462
Mycobacterium abscessus strain InDRE 417DT	441	JX154118.1	394987460
Mycobacterium abscessus strain InDRE NL894	441	JX154117.1	394987458
Mycobacterium abscessus strain InDRE Guerrero799	441	JX154116.1	394987456
Mycobacterium abscessus subsp. bolletii strain	441	JX154114.1	394987452
Mycobacterium abscessus subsp. bolletii strain	441	JX154113.1	394987450
Mycobacterium abscessus subsp. bolletii strain	441	JX154112.1	394987448
Mycobacterium abscessus subsp. bolletii strain	441	JX154111.1	394987446
Mycobacterium chelonae strain InDRE SLP1094	441	JX154110.1	394987444
