Name	Length	Accession	GI
UNVERIFIED: Mycobacterium tuberculosis strain RIF_14_A_2_33	973	MG575002.1	1314676450
UNVERIFIED: Mycobacterium tuberculosis strain RIF_19_A_2_32	990	MG575001.1	1314676449
UNVERIFIED: Mycobacterium tuberculosis strain RIF_10_A_2_29	970	MG575000.1	1314676448
UNVERIFIED: Mycobacterium tuberculosis strain RIF_6_A_2_25	1004	MG574999.1	1314676447
UNVERIFIED: Mycobacterium tuberculosis strain RIF_19_A_1_19	1013	MG574998.1	1314676446
UNVERIFIED: Mycobacterium tuberculosis strain RIF_18_A_1_18	1018	MG574997.1	1314676445
UNVERIFIED: Mycobacterium tuberculosis strain RIF_17_A_1_17	1012	MG574996.1	1314676444
UNVERIFIED: Mycobacterium tuberculosis strain RIF_16_A_1_16	1026	MG574995.1	1314676443
UNVERIFIED: Mycobacterium tuberculosis strain RIF_15_A_1_15	1011	MG574994.1	1314676442
UNVERIFIED: Mycobacterium tuberculosis strain RIF_14_A_1_14	1010	MG574993.1	1314676441
UNVERIFIED: Mycobacterium tuberculosis strain RIF_13_A_1_13	979	MG574992.1	1314676440
UNVERIFIED: Mycobacterium tuberculosis strain RIF_11_A_1_11	996	MG574991.1	1314676439
UNVERIFIED: Mycobacterium tuberculosis strain RIF_10_A_1_10	984	MG574990.1	1314676438
UNVERIFIED: Mycobacterium tuberculosis strain RIF_8_A_1_8	990	MG574989.1	1314676437
UNVERIFIED: Mycobacterium tuberculosis strain RIF_7_A_1_7	991	MG574988.1	1314676436
UNVERIFIED: Mycobacterium tuberculosis strain RIF_6_A_1_6	1001	MG574987.1	1314676435
UNVERIFIED: Mycobacterium tuberculosis strain RIF_5_A_1_5	900	MG574986.1	1314676434
UNVERIFIED: Mycobacterium tuberculosis strain RIF_3_A_1_3	1026	MG574985.1	1314676433
UNVERIFIED: Mycobacterium tuberculosis strain RIF_2_A_1_2	986	MG574984.1	1314676432
UNVERIFIED: Mycobacterium tuberculosis strain RIF_1_A_1_1	962	MG574983.1	1314676431
Mycobacterium tuberculosis DNA-directed RNA polymerase	3380	KY087999.1	1273270750
Mycobacterium fortuitum strain 61 RNA	643	MF471906.1	1245697691
Mycobacterium fortuitum strain 60 RNA	643	MF471905.1	1245697689
Mycobacterium fortuitum strain 59 RNA	643	MF471904.1	1245697687
Mycobacterium fortuitum strain 58 RNA	643	MF471903.1	1245697685
Mycobacterium fortuitum strain 57 RNA	643	MF471902.1	1245697683
Mycobacterium fortuitum strain 56 RNA	643	MF471901.1	1245697681
UNVERIFIED: Mycobacterium gordonae strain 55	700	MF471900.1	1245697680
UNVERIFIED: Mycobacterium flavescens strain 54	694	MF471899.1	1245697679
Mycobacterium fortuitum strain 53 RNA	643	MF471898.1	1245697677
Mycobacterium fortuitum strain 52 RNA	643	MF471897.1	1245697675
Mycobacterium fortuitum strain 51 RNA	643	MF471896.1	1245697673
Mycobacterium fortuitum strain 50 RNA	643	MF471895.1	1245697671
Mycobacterium fortuitum strain 49 RNA	643	MF471894.1	1245697669
Mycobacterium fortuitum strain 48 RNA	643	MF471893.1	1245697667
Mycobacterium fortuitum strain 47 RNA	643	MF471892.1	1245697665
Mycobacterium fortuitum strain 46 RNA	643	MF471891.1	1245697663
Mycobacterium fortuitum strain 45 RNA	643	MF471890.1	1245697661
Mycobacterium fortuitum strain 44 RNA	643	MF471889.1	1245697659
Mycobacterium fortuitum strain 43 RNA	643	MF471888.1	1245697657
Mycobacterium fortuitum strain 42 RNA	643	MF471887.1	1245697655
Mycobacterium fortuitum strain 41 RNA	643	MF471886.1	1245697653
Mycobacterium fortuitum strain 40 RNA	643	MF471885.1	1245697651
UNVERIFIED: Mycobacterium gordonae strain 39	700	MF471884.1	1245697650
UNVERIFIED: Mycobacterium flavescens strain 38	694	MF471883.1	1245697649
Mycobacterium fortuitum strain 37 RNA	643	MF471882.1	1245697647
Mycobacterium simiae strain 36 RNA	694	MF471881.1	1245697645
UNVERIFIED: Mycobacterium gordonae strain 35	700	MF471880.1	1245697644
Mycobacterium fortuitum strain 34 RNA	643	MF471879.1	1245697642
Mycobacterium fortuitum strain 33 RNA	643	MF471878.1	1245697640
Mycobacterium fortuitum strain 32 RNA	643	MF471877.1	1245697638
Mycobacterium fortuitum strain 31 RNA	643	MF471876.1	1245697636
Mycobacterium gordonae strain 30 RNA	701	MF471875.1	1245697634
Mycobacterium fortuitum strain 29 RNA	643	MF471874.1	1245697632
Mycobacterium fortuitum strain 28 RNA	643	MF471873.1	1245697630
Mycobacterium gordonae strain 27 RNA	701	MF471872.1	1245697628
Mycobacterium fortuitum strain 26 RNA	643	MF471871.1	1245697626
Mycobacterium fortuitum strain 25 RNA	643	MF471870.1	1245697624
Mycobacterium fortuitum strain 23 RNA	643	MF471869.1	1245697622
Mycobacterium setense strain 22 RNA	703	MF471868.1	1245697620
Mycobacterium fortuitum strain 21 RNA	643	MF471867.1	1245697618
UNVERIFIED: Mycobacterium kansasii strain 20	695	MF471866.1	1245697617
Mycobacterium fortuitum strain 19 RNA	643	MF471865.1	1245697615
Mycobacterium fortuitum strain 18 RNA	643	MF471864.1	1245697613
Mycobacterium fortuitum strain 17 RNA	643	MF471863.1	1245697611
Mycobacterium fortuitum strain 16 RNA	643	MF471862.1	1245697609
Mycobacterium gordonae strain 15 RNA	701	MF471861.1	1245697607
UNVERIFIED: Mycobacterium kansasii strain 14	695	MF471860.1	1245697606
Mycobacterium abscessus strain 13 RNA	694	MF471859.1	1245697604
Mycobacterium fortuitum strain 12 RNA	643	MF471858.1	1245697602
UNVERIFIED: Mycobacterium kansasii strain 11	695	MF471857.1	1245697601
Mycobacterium fortuitum strain 10 RNA	643	MF471856.1	1245697599
Mycobacterium fortuitum strain 09 RNA	643	MF471855.1	1245697597
Mycobacterium fortuitum strain 08 RNA	643	MF471854.1	1245697595
UNVERIFIED: Mycobacterium kansasii strain 07	695	MF471853.1	1245697594
Mycobacterium abscessus strain 06 RNA	694	MF471852.1	1245697592
Mycobacterium simiae strain 05 RNA	694	MF471851.1	1245697590
Mycobacterium abscessus strain 04 RNA	694	MF471850.1	1245697588
Mycobacterium abscessus strain 03 RNA	694	MF471849.1	1245697586
Mycobacterium fortuitum strain 02 RNA	643	MF471848.1	1245697584
Mycobacterium fortuitum strain 01 RNA	643	MF471847.1	1245697582
Mycobacterium sp. strain LTG 466	695	KY828478.1	1210332744
Mycobacterium sp. strain LTG 2003	664	KY828475.1	1210332738
Mycobacterium sp. strain CECT8766 RpoB	3957	KY933789.1	1197206361
Mycobacterium sp. strain CECT8763 RpoB	3900	KY933788.1	1197206359
Mycobacterium septicum strain M-2 DNA-dependent	666	KY400757.1	1178763996
Mycobacterium septicum strain M-1 DNA-dependent	666	KY400756.1	1178763994
Mycobacterium fortuitum strain L3 DNA-dependent	666	KY400755.1	1178763992
Mycobacterium fortuitum strain L2 DNA-dependent	666	KY400754.1	1178763990
Mycobacterium alvei strain C33 DNA-dependent	666	KY400753.1	1178763988
Mycobacterium septicum strain C30 DNA-dependent	635	KY400752.1	1178763986
Mycobacterium alvei strain C27 DNA-dependent	666	KY400751.1	1178763984
Mycobacterium septicum strain C25 DNA-dependent	666	KY400750.1	1178763982
Mycobacterium septicum strain C21 DNA-dependent	666	KY400749.1	1178763980
Mycobacterium septicum strain C19 DNA-dependent	666	KY400748.1	1178763978
Mycobacterium vaccae strain C13 DNA-dependent	675	KY400747.1	1178763976
Mycobacterium septicum strain 82MF DNA-dependent	666	KY400746.1	1178763974
Mycobacterium colombiense strain 81MF DNA-dependent	657	KY400745.1	1178763972
Mycobacterium chelonae strain C28 DNA-dependent	657	KY400744.1	1178763970
Mycobacterium vulneris strain 80MF DNA-dependent	657	KY400743.1	1178763968
Mycobacterium septicum strain C26 DNA-dependent	666	KY400742.1	1178763966
Mycobacterium timonense strain 79MF DNA-dependent	657	KY400741.1	1178763964
Mycobacterium septicum strain C24 DNA-dependent	666	KY400740.1	1178763962
Mycobacterium mantenii strain 78MF DNA-dependent	657	KY400739.1	1178763960
Mycobacterium septicum strain C23 DNA-dependent	666	KY400738.1	1178763958
Mycobacterium vulneris strain 77MF DNA-dependent	657	KY400737.1	1178763956
Mycobacterium chelonae strain C22 DNA-dependent	657	KY400736.1	1178763954
Mycobacterium chelonae strain C20 DNA-dependent	657	KY400735.1	1178763952
Mycobacterium triplex strain 75MF DNA-dependent	657	KY400734.1	1178763950
Mycobacterium septicum strain C18 DNA-dependent	666	KY400733.1	1178763948
Mycobacterium vulneris strain 74MF DNA-dependent	657	KY400732.1	1178763946
Mycobacterium vaccae strain C15 DNA-dependent	675	KY400731.1	1178763944
Mycobacterium vulneris strain 72MF DNA-dependent	657	KY400730.1	1178763942
Mycobacterium timonense strain 71MF DNA-dependent	657	KY400729.1	1178763940
Mycobacterium mantenii strain 70MF DNA-dependent	657	KY400728.1	1178763938
Mycobacterium vulneris strain 69MF DNA-dependent	657	KY400727.1	1178763936
Mycobacterium vulneris strain 68MF DNA-dependent	657	KY400726.1	1178763934
Mycobacterium triplex strain 67MF DNA-dependent	657	KY400725.1	1178763932
Mycobacterium vulneris strain 66MF DNA-dependent	657	KY400724.1	1178763930
Mycobacterium colombiense strain 65MF DNA-dependent	657	KY400723.1	1178763928
Mycobacterium vulneris strain 64MF DNA-dependent	657	KY400722.1	1178763926
Mycobacterium vulneris strain 63MF DNA-dependent	657	KY400721.1	1178763924
Mycobacterium intracellulare strain 62MF DNA-dependent	657	KY400720.1	1178763922
Mycobacterium vulneris strain 61MF DNA-dependent	657	KY400719.1	1178763920
Mycobacterium bouchedurhonense strain 60MF DNA-dependent	657	KY400718.1	1178763918
Mycobacterium timonense strain 59MF DNA-dependent	647	KY400717.1	1178763916
Mycobacterium timonense strain 58MF DNA-dependent	657	KY400716.1	1178763914
Mycobacterium intracellulare strain 57MF DNA-dependent	657	KY400715.1	1178763912
Mycobacterium bouchedurhonense strain 55MF DNA-dependent	657	KY400714.1	1178763910
Mycobacterium vulneris strain 54MF DNA-dependent	657	KY400713.1	1178763908
Mycobacterium vulneris strain 53MF DNA-dependent	657	KY400712.1	1178763906
Mycobacterium vulneris strain 52MF DNA-dependent	657	KY400711.1	1178763904
Mycobacterium vulneris strain 51MF DNA-dependent	657	KY400710.1	1178763902
Mycobacterium timonense strain A21 DNA-dependent	657	KY400709.1	1178763900
Mycobacterium fortuitum strain A19 DNA-dependent	666	KY400708.1	1178763898
Mycobacterium septicum strain A16 DNA-dependent	666	KY400707.1	1178763896
Mycobacterium porcinum strain A14 DNA-dependent	666	KY400706.1	1178763894
Mycobacterium fortuitum strain A13 DNA-dependent	666	KY400705.1	1178763892
Mycobacterium septicum strain A11 DNA-dependent	666	KY400704.1	1178763890
Mycobacterium septicum strain A10 DNA-dependent	666	KY400703.1	1178763888
Mycobacterium alvei strain A9 DNA-dependent	666	KY400702.1	1178763886
Mycobacterium septicum strain A7 DNA-dependent	666	KY400701.1	1178763884
Mycobacterium alvei strain A6 DNA-dependent	666	KY400700.1	1178763882
Mycobacterium septicum strain A4 DNA-dependent	666	KY400699.1	1178763880
Mycobacterium septicum strain A3 DNA-dependent	666	KY400698.1	1178763878
Mycobacterium porcinum strain A2 DNA-dependent	666	KY400697.1	1178763876
Mycobacterium septicum strain A1 DNA-dependent	666	KY400696.1	1178763874
Mycobacterium septicum strain 49MF DNA-dependent	666	KY400695.1	1178763872
Mycobacterium fortuitum strain 48MF DNA-dependent	666	KY400694.1	1178763870
Mycobacterium fortuitum strain 47MF DNA-dependent	666	KY400693.1	1178763868
Mycobacterium fortuitum strain 46MF DNA-dependent	666	KY400692.1	1178763866
Mycobacterium porcinum strain 45MF DNA-dependent	665	KY400691.1	1178763864
Mycobacterium timonense strain 44MF DNA-dependent	657	KY400690.1	1178763862
Mycobacterium septicum strain 43MF DNA-dependent	666	KY400689.1	1178763860
Mycobacterium septicum strain 42MF DNA-dependent	666	KY400688.1	1178763858
Mycobacterium intracellulare strain 40MF DNA-dependent	657	KY400687.1	1178763856
Mycobacterium alvei strain 39MF DNA-dependent	666	KY400686.1	1178763854
Mycobacterium septicum strain 38MF DNA-dependent	666	KY400685.1	1178763852
Mycobacterium peregrinum strain 36MF DNA-dependent	666	KY400684.1	1178763850
Mycobacterium nonchromogenicum strain 35MF DNA-dependent	666	KY400683.1	1178763848
Mycobacterium bouchedurhonense strain 34MF DNA-dependent	657	KY400682.1	1178763846
Mycobacterium florentinum strain 33MF DNA-dependent	657	KY400681.1	1178763844
Mycobacterium virginiense strain 32MF DNA-dependent	666	KY400680.1	1178763842
Mycobacterium alvei strain 31MF DNA-dependent	666	KY400679.1	1178763840
Mycobacterium septicum strain 30MF DNA-dependent	666	KY400678.1	1178763838
Mycobacterium fortuitum strain 29MF DNA-dependent	666	KY400677.1	1178763836
Mycobacterium alvei strain 28MF DNA-dependent	666	KY400676.1	1178763834
Mycobacterium fortuitum strain 27MF DNA-dependent	666	KY400675.1	1178763832
Mycobacterium alvei strain 26MF DNA-dependent	666	KY400674.1	1178763830
Mycobacterium alvei strain 25MF DNA-dependent	666	KY400673.1	1178763828
Mycobacterium alvei strain 16MF DNA-dependent	666	KY400672.1	1178763826
Mycobacterium septicum strain 15MF DNA-dependent	666	KY400671.1	1178763824
Mycobacterium septicum strain 14MF DNA-dependent	666	KY400670.1	1178763822
Mycobacterium gordonae strain 13MF DNA-dependent	657	KY400669.1	1178763820
Mycobacterium virginiense strain 12MF DNA-dependent	666	KY400668.1	1178763818
Mycobacterium mantenii strain 10MF DNA-dependent	657	KY400667.1	1178763816
Mycobacterium septicum strain 9MF DNA-dependent	666	KY400666.1	1178763814
Mycobacterium farcinogenes strain 8MF DNA-dependent	666	KY400665.1	1178763812
Mycobacterium farcinogenes strain 7MF DNA-dependent	666	KY400664.1	1178763810
Mycobacterium timonense strain 6MF DNA-dependent	657	KY400663.1	1178763808
Mycobacterium timonense strain 5MF DNA-dependent	657	KY400662.1	1178763806
Mycobacterium timonense strain 4MF DNA-dependent	657	KY400661.1	1178763804
Mycobacterium bouchedurhonense strain 2MF DNA-dependent	657	KY400660.1	1178763802
Mycobacterium fortuitum strain 1MF DNA-dependent	666	KY400659.1	1178763800
Mycobacterium chelonae strain CMF DNA-dependent	627	KY400658.1	1178763798
Mycobacterium fortuitum strain AMF DNA-dependent	629	KY400657.1	1178763796
Mycobacterium sp. strain DSM 44358	3360	KY630442.1	1162227693
Mycobacterium sp. strain FI-16190 RNA	725	KY657270.1	1150393022
Mycobacterium sp. strain RW6 RNA	666	KY392539.1	1150392977
Mycobacterium mucogenicum strain FI-07073 rpoB	726	EU370515.1	169264484
Mycobacterium sp. strain H12O 99072	720	KX779278.1	1123462693
Mycobacterium sp. strain H12O 80078	703	KX779277.1	1123462691
Mycobacterium sp. strain H12O 49738	623	KX779276.1	1123462689
Mycobacterium chelonae partial rpoB gene	710	LN995676.1	1001184189
Mycobacterium chelonae partial rpoB gene	710	LN995675.1	1001184187
Mycobacterium septicum partial rpoB gene	719	LN995674.1	1001184185
Mycobacterium smegmatis partial rpoB gene	725	LN995673.1	1001184183
Mycobacterium septicum partial rpoB gene	690	LN995672.1	1001184181
Mycobacterium septicum partial rpoB gene	719	LN995671.1	1001184179
Mycobacterium peregrinum partial rpoB gene	719	LN995670.1	1001184177
Mycobacterium fortuitum strain 07-0442 RpoB	671	EU600786.1	183989080
Mycobacterium fortuitum ATCC:06841 RpoB (rpoB)	671	EU591506.1	183579284
Mycobacterium smegmatis ATCC:14468 RpoB (rpoB)	688	EU591504.1	183579280
Mycobacterium gastri ATCC:15754 RpoB (rpoB)	661	EU591503.1	183579278
Mycobacterium terrae ATCC:15755 RpoB (rpoB)	633	EU591502.1	183579276
Mycobacterium abscessus ATCC:23006 RpoB (rpoB)	700	EU591501.1	183579274
Mycobacterium kansasii ATCC:12478 RpoB (rpoB)	661	EU591500.1	183579272
Mycobacterium avium ATCC:15769 RpoB (rpoB)	686	EU591499.1	183579270
Mycobacterium peregrinum ATCC:700686 RpoB (rpoB)	561	EU591498.1	183579268
Mycobacterium phlei ATCC:11758 RpoB (rpoB)	662	EU591496.1	183579264
Mycobacterium ulcerans ATCC:19423 RpoB (rpoB)	671	EU591495.1	183579262
Mycobacterium scrofulaceum ATCC:19981 RpoB (rpoB)	671	EU591494.1	183579260
Mycobacterium aurum strain Y35 RpoB	677	KU861881.1	1071348077
Mycobacterium lentiflavum strain Y34 RpoB	677	KU861880.1	1071348075
Mycobacterium aurum strain Y33 RpoB	677	KU861879.1	1071348073
Mycobacterium mucogenicum strain Y32 RpoB	677	KU861878.1	1071348071
Mycobacterium iranicum strain Y31 RpoB	681	KU861877.1	1071348069
Mycobacterium goodii strain Y30 RpoB	715	KU861876.1	1071348067
Mycobacterium peregrinum strain Y29 RpoB	715	KU861875.1	1071348065
Mycobacterium smegmatis strain Y28 RpoB	686	KU861874.1	1071348063
UNVERIFIED: Mycobacterium gordonae strain Y27	672	KU861873.1	1071348062
UNVERIFIED: Mycobacterium porcinum strain Y26	712	KU861872.1	1071348061
Mycobacterium mucogenicum strain Y25 RpoB	677	KU861871.1	1071348059
Mycobacterium chelonae strain Y24 RpoB	698	KU861870.1	1071348057
Mycobacterium aurum strain Y23 RpoB	677	KU861869.1	1071348055
UNVERIFIED: Mycobacterium intracellulare strain Y22	704	KU861868.1	1071348054
Mycobacterium goodii strain Y21 RpoB	715	KU861867.1	1071348052
UNVERIFIED: Mycobacterium porcinum strain Y20	712	KU861866.1	1071348051
Mycobacterium smegmatis strain Y19 RpoB	686	KU861865.1	1071348049
Mycobacterium mucogenicum strain Y18 RpoB	677	KU861864.1	1071348047
UNVERIFIED: Mycobacterium porcinum strain Y17	712	KU861863.1	1071348046
Mycobacterium chelonae strain Y16 RpoB	698	KU861862.1	1071348044
Mycobacterium smegmatis strain Y15 RpoB	686	KU861861.1	1071348042
Mycobacterium goodii strain Y14 RpoB	715	KU861860.1	1071348040
Mycobacterium chelonae strain Y13 RpoB	698	KU861859.1	1071348038
Mycobacterium peregrinum strain Y12 RpoB	715	KU861858.1	1071348036
UNVERIFIED: Mycobacterium gastri strain Y11	701	KU861857.1	1071348035
UNVERIFIED: Mycobacterium gastri strain Y10	701	KU861856.1	1071348034
Mycobacterium gordonae strain Y8 RpoB	667	KU861854.1	1071348030
Mycobacterium peregrinum strain Y7 RpoB	715	KU861853.1	1071348028
UNVERIFIED: Mycobacterium gastri strain Y5	701	KU861851.1	1071348025
Mycobacterium aurum strain Y4 RpoB	677	KU861850.1	1071348023
Mycobacterium avium subsp. avium strain	677	KU861849.1	1071348021
UNVERIFIED: Mycobacterium gastri strain Y2	701	KU861848.1	1071348020
Mycobacterium goodii strain Y1 RpoB	715	KU861847.1	1071348018
Mycobacterium smegmatis isolate 07-3120 RpoB	702	EU597590.2	337732502
Mycobacterium conceptionense strain T34 RNA	620	EU770584.1	190694916
Mycobacterium conceptionense strain T30 RNA	662	EU770583.1	190694914
Mycobacterium phocaicum strain T31 RNA	730	EU770582.1	190694912
Mycobacterium phocaicum strain T9 RNA	734	EU770581.1	190694910
Mycobacterium fortuitum strain E RNA	666	EU770580.1	190694908
Mycobacterium fortuitum strain O RNA	593	EU770579.1	190694906
Mycobacterium fortuitum strain H RNA	670	EU770578.1	190694904
Mycobacterium chelonae strain 2E2O RNA	686	EU770577.1	190694902
Mycobacterium chimaera strain 6 RNA	730	EU770576.1	190694900
Mycobacterium insubricum strain FI-08036 RpoB	753	EU605693.1	186660235
Mycobacterium abscessus isolate 08-49 RpoB	613	EU597599.1	185179224
Mycobacterium abscessus isolate 07-3263 RpoB	655	EU597598.1	185179222
Mycobacterium gordonae isolate 07-3209 RpoB	656	EU597597.1	185179220
Mycobacterium kansasii isolate 07-3162 RpoB	652	EU597596.1	185179218
Mycobacterium abscessus isolate 07-3264smwh rpoB	645	EU597595.1	185179217
Mycobacterium xenopi isolate 07-2915 RpoB	627	EU597594.1	185179215
Mycobacterium gordonae isolate 07-2976 RpoB	655	EU597593.1	185179213
Mycobacterium kansasii isolate 08-159 RpoB	660	EU597592.1	185179211
Mycobacterium porcinum isolate 08-283 RpoB	676	EU597591.1	185179209
Mycobacterium gordonae isolate 07-3135 RpoB	656	EU597589.1	185179205
Mycobacterium chelonae isolate 07-3143 RpoB	642	EU597588.1	185179203
Mycobacterium gordonae isolate 07-2957 RpoB	688	EU597587.1	185179201
Mycobacterium gordonae isolate 07-3184 RpoB	698	EU597586.1	185179199
Mycobacterium abscessus isolate 07-3157 RpoB	626	EU597585.1	185179197
Mycobacterium abscessus isolate 07-3099 RpoB	678	EU597584.1	185179195
Mycobacterium kansasii isolate 07-2733 RpoB	647	EU597583.1	185179193
Mycobacterium abscessus isolate 08-332 RpoB	673	EU597582.1	185179191
Mycobacterium chelonae isolate 08-331 RpoB	671	EU597581.1	185179189
Mycobacterium mantenii strain GR-5098M RNA	639	JN935397.1	367465845
Mycobacterium sp. ASCw-1.3 RNA polymerase	720	JF508482.1	326694963
Mycobacterium sp. ASCr-1.2 RNA polymerase	711	JF508481.1	326694961
Mycobacterium sp. ASCr-1.1 RNA polymerase	711	JF508480.1	326694959
Mycobacterium sp. HA-1 RNA polymerase	711	JF508479.1	326694957
Mycobacterium sp. ASCy-1.0 RNA polymerase	720	JF508478.1	326694955
Mycobacterium sp. CSTy-8.29 RNA polymerase	720	JF508477.1	326694953
Mycobacterium sp. CST-9.1 RNA polymerase	720	JF508476.1	326694951
Mycobacterium sp. CST-7.10 RNA polymerase	711	JF508475.1	326694949
Mycobacterium kansasii strain 07-3273 RpoB	611	EU600787.1	183989082
Mycobacterium abscessus isolate 07-3099 RpoB	678	EU370230.1	169247690
Mycobacterium abscessus isolate 07-3157 RpoB	626	EU370229.1	169247688
Mycobacterium gordonae isolate 07-3184 RpoB	698	EU370228.1	169247686
Mycobacterium kansasii isolate 07-2741 RpoB	682	EU370227.1	169247684
Mycobacterium shimoidei strain NLA001000965 RNA	734	HQ141574.1	319998254
Mycobacterium conspicuum strain NLA001000835 RNA	723	HQ141573.1	319998252
Mycobacterium branderi strain NLA001000355 RNA	723	HQ141572.1	319998250
Mycobacterium xenopi strain NLA000902153 RNA	732	HQ141571.1	319998248
Mycobacterium salmoniphilum strain NVI_6609 RNA	709	HM638459.1	312451981
Mycobacterium salmoniphilum strain NVI_6608 RNA	709	HM638458.1	312451979
Mycobacterium salmoniphilum strain NVI_6594 RNA	709	HM638457.1	312451977
Mycobacterium salmoniphilum strain NVI_6593 RNA	709	HM638456.1	312451975
Mycobacterium salmoniphilum strain NVI_6592 RNA	709	HM638455.1	312451973
Mycobacterium salmoniphilum strain NVI_6591 RNA	709	HM638454.1	312451971
Mycobacterium salmoniphilum strain NVI_6590 RNA	709	HM638453.1	312451969
Uncultured Mycobacterium sp. clone CSTL-7.3	720	HM853024.1	303325239
Mycobacterium sp. CST-8.17 RNA polymerase	711	HM853023.1	303325237
Mycobacterium sp. CST-8.2a RNA polymerase	711	HM853022.1	303325235
Mycobacterium sp. NL-JvIW-016 RNA polymerase	636	HM029237.1	296011771
Mycobacterium sp. NL-HBW-26 RNA polymerase	630	GU992871.1	294992899
Mycobacterium sp. NL-JvIW-001 RNA polymerase	640	GU561645.1	290745667
Mycobacterium simiae strain DS39 RpoB	706	KU363004.1	1041581002
Mycobacterium thermoresistibile strain DS38 RpoB	712	KU363003.1	1041581000
Mycobacterium kansasii strain DS37 RpoB	706	KU363002.1	1041580998
Mycobacterium gordonae strain DS36 RpoB	706	KU363001.1	1041580996
Mycobacterium porcinum strain DS35 RpoB	715	KU363000.1	1041580994
Mycobacterium simiae strain DS34 RpoB	706	KU362999.1	1041580992
Mycobacterium smegmatis strain DS33 RpoB	715	KU362998.1	1041580990
Mycobacterium chelonae strain DS32 RpoB	706	KU362997.1	1041580988
Mycobacterium simiae strain DS31 RpoB	706	KU362996.1	1041580986
Mycobacterium thermoresistibile strain DS30 RpoB	712	KU362995.1	1041580984
Mycobacterium fortuitum strain DS29 RpoB	686	KU362994.1	1041580982
Mycobacterium fortuitum strain DS28 RpoB	686	KU362993.1	1041580980
Mycobacterium abscessus strain DS27 RpoB	706	KU362992.1	1041580978
Mycobacterium abscessus strain DS26 RpoB	706	KU362991.1	1041580976
Mycobacterium fortuitum strain DS25 RpoB	686	KU362990.1	1041580974
Mycobacterium simiae strain DS24 RpoB	706	KU362989.1	1041580972
Mycobacterium chelonae strain DS23 RpoB	706	KU362988.1	1041580970
Mycobacterium abscessus strain DS22 RpoB	706	KU362987.1	1041580968
Mycobacterium fortuitum strain DS21 RpoB	686	KU362986.1	1041580966
Mycobacterium lentiflavum strain DS20 RpoB	706	KU362985.1	1041580964
Mycobacterium simiae strain DS19 RpoB	706	KU362984.1	1041580962
Mycobacterium gordonae strain DS18 RpoB	706	KU362983.1	1041580960
Mycobacterium abscessus strain DS17 RpoB	706	KU362982.1	1041580958
Mycobacterium chelonae strain DS16 RpoB	706	KU362981.1	1041580956
Mycobacterium simiae strain DS12 RpoB	706	KU362979.1	1041580952
Mycobacterium gordonae strain DS11 RpoB	706	KU362978.1	1041580950
Mycobacterium kansasii strain DS10 RpoB	706	KU362977.1	1041580948
Mycobacterium fortuitum strain DS9 RpoB	686	KU362976.1	1041580946
Mycobacterium porcinum strain DS8 RpoB	715	KU362975.1	1041580944
Mycobacterium conceptionense strain DS7 RpoB	706	KU362974.1	1041580942
Mycobacterium fortuitum strain DS6 RpoB	686	KU362973.1	1041580940
Mycobacterium abscessus strain DS5 RpoB	706	KU362972.1	1041580938
Mycobacterium fortuitum strain DS4 RpoB	686	KU362971.1	1041580936
Mycobacterium simiae strain DS3 RpoB	706	KU362970.1	1041580934
Mycobacterium simiae strain DS2 RpoB	706	KU362969.1	1041580932
Mycobacterium kansasii strain DS1 RpoB	706	KU362968.1	1041580930
Mycobacterium chimaera strain P32P1.2 RNA	711	KU144858.1	1026358359
Mycobacterium chimaera strain P32P1.1 RNA	711	KU144857.1	1026358357
Mycobacterium chimaera strain MA7953.2 RNA	711	KU144856.1	1026358355
Mycobacterium chimaera strain MA7953.1 RNA	711	KU144855.1	1026358353
Mycobacterium chimaera strain MA7916.2 RNA	711	KU144854.1	1026358351
Mycobacterium chimaera strain MA7916.1 RNA	711	KU144853.1	1026358349
Mycobacterium chimaera strain MA7907 RNA	711	KU144852.1	1026358347
Mycobacterium chimaera strain MA7320.2 RNA	711	KU144851.1	1026358345
Mycobacterium chimaera strain MA7320.1 RNA	711	KU144850.1	1026358343
Mycobacterium chimaera strain MA7294.2 RNA	711	KU144849.1	1026358341
Mycobacterium chimaera strain MA7294.1 RNA	711	KU144848.1	1026358339
Mycobacterium chimaera strain MA7233 RNA	711	KU144847.1	1026358337
Mycobacterium chimaera strain MA7129 RNA	711	KU144846.1	1026358335
Mycobacterium chimaera strain MA6533 RNA	711	KU144845.1	1026358333
Mycobacterium chimaera strain MA6378 RNA	711	KU144844.1	1026358331
Mycobacterium chimaera strain MA5670 RNA	711	KU144843.1	1026358329
Mycobacterium chimaera strain MA5359 RNA	711	KU144842.1	1026358327
Mycobacterium chimaera strain MA5324.2 RNA	711	KU144841.1	1026358325
Mycobacterium chimaera strain MA5324.1 RNA	711	KU144840.1	1026358323
Mycobacterium chimaera strain MA5205.2 RNA	711	KU144839.1	1026358321
Mycobacterium chimaera strain MA5205.1 RNA	711	KU144838.1	1026358319
Mycobacterium chimaera strain MA4163.2 RNA	711	KU144837.1	1026358317
Mycobacterium chimaera strain MA4163.1 RNA	711	KU144836.1	1026358315
Mycobacterium chimaera strain MA4156.2 RNA	711	KU144835.1	1026358313
Mycobacterium chimaera strain MA4156.1 RNA	711	KU144834.1	1026358311
Mycobacterium chimaera strain MA32872.2 RNA	711	KU144833.1	1026358309
